Title,Production_Cost,Domestic_Growth,Worldwide_Growth
Ben is Back,13000000,3703182,3703182
Resurrecting the Champ,13000000,3172382,3172382
Chloe,13000000,3075255,3075255
The Widow of St. Pierre,13000000,3058380,3058380
Youth,13000000,2703296,2703296
Faithful,13000000,2104439,2104439
Un ProphÃ¨te,13000000,2087720,2087720
"I Love You, Phillip Morris",13000000,2037459,2037459
The Vatican Tapes,13000000,1784763,1784763
Find Me Guilty,13000000,1173673,1173673
Excessive Force,13000000,1152117,1152117
Infamous,13000000,1151330,1151330
Attack the Block,13000000,1024175,1024175
Brothers,13000000,656688,656688
The Claim,13000000,622023,622023
The Happy Prince,13000000,464495,464495
In The Land of Blood and Honey,13000000,303877,303877
The Killer Inside Me,13000000,217277,217277
Dumplinâ,13000000,0,0
Womb,13000000,0,0
Rogue City,13000000,0,0
The Call,12800000,51872378,51872378
Operation Chromite,12700000,1022720,1022720
The Drop,12600000,10724389,10724389
The Crocodile Hunter: Collision Course,12500000,28436931,28436931
Machete,12500000,26593646,26593646
Antwone Fisher,12500000,21078145,21078145
La Guerre du feu,12500000,20959585,20959585
The Emperor's Club,12500000,14060950,14060950
True Romance,12500000,12281000,12281000
Sorority Row,12500000,11965282,11965282
Glengarry Glen Ross,12500000,10725228,10725228
The Boy in the Striped Pyjamas,12500000,9046156,9046156
Cat People,12500000,7000000,7000000
The Prisoner of Zenda,12500000,7000000,7000000
Conviction,12500000,6797696,6797696
Lars and the Real Girl,12500000,5956480,5956480
Solitary Man,12500000,4360548,4360548
Dancer in the Dark,12500000,4157491,4157491
Casino Jack,12500000,2039869,2039869
Oscar and Lucinda,12500000,1612957,1612957
The Funeral,12500000,1212799,1212799
Tae Guik Gi: The Brotherhood of War,12500000,1110186,1110186
The Perfect Game,12500000,1089445,1089445
The Paperboy,12500000,677200,677200
Ernest et Celestine,12500000,292562,292562
A Little Bit of Heaven,12500000,10011,10011
Mortadelo y FilemÃ³n contra Jimmy el Cachondo,12500000,0,0
The Land Before Time,12300000,48092846,48092846
Jaws,12000000,260000000,260000000
The Exorcist,12000000,230347346,230347346
The Fault in Our Stars,12000000,124872350,124872350
American Pie,12000000,101800948,101800948
Think Like a Man,12000000,91547205,91547205
Heaven is for Real,12000000,91386097,91386097
The Golden Child,12000000,79817937,79817937
Star Trek II: The Wrath of Khan,12000000,78912963,78912963
Barbershop,12000000,75781642,75781642
WarGames,12000000,74433837,74433837
Ace Ventura: Pet Detective,12000000,72217396,72217396
Act of Valor,12000000,70012847,70012847
Witness,12000000,65532576,65532576
Step Up,12000000,65328121,65328121
Chronicle,12000000,64575175,64575175
Beavis and Butt-Head Do America,12000000,63118386,63118386
Patton,12000000,62500000,62500000
Project X,12000000,54731865,54731865
"Three Billboards Outside Ebbing, Missouri",12000000,54513740,54513740
Lion,12000000,51739495,51739495
Overboard,12000000,50316123,50316123
Jackie Brown,12000000,39673162,39673162
Yentl,12000000,39012241,39012241
Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,38108728
Philomena,12000000,37709979,37709979
Time Bandits,12000000,37400000,37400000
Crossroads,12000000,37188667,37188667
Paper Towns,12000000,32000304,32000304
Quarantine,12000000,31691811,31691811
One Hour Photo,12000000,31597131,31597131
The Eye,12000000,31418697,31418697
Johnson Family Vacation,12000000,31203964,31203964
How High,12000000,31155435,31155435
Spartacus,12000000,30000000,30000000
Crank,12000000,27838408,27838408
The Muppet Christmas Carol,12000000,27281507,27281507
Hell or High Water,12000000,27007844,27007844
Frida,12000000,25885000,25885000
Katy Perry: Part of Me,12000000,25326071,25326071
Top Five,12000000,25317379,25317379
Rounders,12000000,22921898,22921898
Casino Royale,12000000,22744718,22744718
Prophecy,12000000,22673340,22673340
Project Almanac,12000000,22348241,22348241
Just Wright,12000000,21540363,21540363
Stir of Echoes,12000000,21133087,21133087
Tales from the Crypt: Demon Knight,12000000,21089146,21089146
The Boys from Brazil,12000000,19000000,19000000
The Upside of Anger,12000000,18761993,18761993
Aquamarine,12000000,18597342,18597342
Nebraska,12000000,17654912,17654912
My Baby's Daddy,12000000,17321573,17321573
Max Keeble's Big Move,12000000,17292381,17292381
Young Adult,12000000,16311571,16311571
About Time,12000000,15323921,15323921
If Beale Street Could Talk,12000000,14915773,14915773
Wish Upon,12000000,14301505,14301505
Def Jam's How To Be a Player,12000000,14010363,14010363
Living Out Loud,12000000,12905901,12905901
Rachel Getting Married,12000000,12796861,12796861
The Postman Always Rings Twice,12000000,12200000,12200000
Girl with a Pearl Earring,12000000,11634362,11634362
Das Boot,12000000,11487676,11487676
Unforgettable,12000000,11368012,11368012
House of Flying Daggers,12000000,11050094,11050094
Sorority Boys,12000000,10198766,10198766
Marshall,12000000,10051659,10051659
Cadillac Records,12000000,8195551,8195551
Arbitrage,12000000,7919574,7919574
The Alamo,12000000,7900000,7900000
Screwed,12000000,6982680,6982680
Running With Scissors,12000000,6860000,6860000
Fortress,12000000,6730578,6730578
For Greater Glory: The True Story of Cristiada,12000000,5669081,5669081
For Your Consideration,12000000,5549923,5549923
Celebrity,12000000,5078660,5078660
From Justin to Kelly,12000000,4922166,4922166
Invaders from Mars,12000000,4884663,4884663
Girl 6,12000000,4880941,4880941
In the Cut,12000000,4717455,4717455
Charlie Bartlett,12000000,3950294,3950294
Two Lovers,12000000,3149034,3149034
La grande bellezza,12000000,2883879,2883879
Last Orders,12000000,2326407,2326407
Gwoemul,12000000,2201923,2201923
The Pursuit of D.B. Cooper,12000000,2104164,2104164
Ravenous,12000000,2062406,2062406
The Dangerous Lives of Altar Boys,12000000,1779284,1779284
Stoker,12000000,1703125,1703125
Married Life,12000000,1506998,1506998
2046,12000000,1442338,1442338
Kill the Irishman,12000000,1188194,1188194
Duma,12000000,870067,870067
Darling Companion,12000000,793352,793352
Ondine,12000000,550472,550472
Brother,12000000,450594,450594
Welcome to Collinwood,12000000,378650,378650
Kahlil Gibran's The Prophet,12000000,340536,340536
Life Before Her Eyes,12000000,303439,303439
Critical Care,12000000,220175,220175
Trade,12000000,214202,214202
Fateless,12000000,196857,196857
San qiang pai an jing qi,12000000,190946,190946
Breakfast of Champions,12000000,178287,178287
Company Man,12000000,146028,146028
Nanjing! Nanjing!,12000000,122558,122558
Trash,12000000,17484,17484
5 Days of War,12000000,17479,17479
10 Days in a Madhouse,12000000,14616,14616
1612,12000000,0,0
San cheng ji,12000000,0,0
Tu Xia Chuan Qi,12000000,0,0
Triangle,12000000,0,0
Supesu Batorushippu Yamato,12000000,0,0
Drive Hard,12000000,0,0
Dancin' It's On,12000000,0,0
Home,12000000,0,0
The Dressmaker,11900000,2022115,2022115
Diamonds,11900000,81897,81897
Madadayo,11900000,48856,48856
Carol,11800000,12711491,12711491
Gisaengchung,11800000,11318741,11318741
Pet Sematary,11500000,57469179,57469179
Dirty Grandpa,11500000,35593113,35593113
The Cry of the Owl,11500000,0,0
St. Trinianâs,11400000,15000,15000
Untitled Leonid Brezhnev Movie,11200000,0,0
Star Wars Ep. IV: A New Hope,11000000,460998007,460998007
Gremlins,11000000,148168459,148168459
Doctor Zhivago,11000000,111897830,111897830
The Fighter,11000000,93617009,93617009
High School Musical 3: Senior Year,11000000,90559416,90559416
Fried Green Tomatoes,11000000,81204830,81204830
Jackass: Number Two,11000000,72778712,72778712
My Cousin Vinny,11000000,52929168,52929168
If I Stay,11000000,50474843,50474843
Major League,11000000,49793054,49793054
Phone Booth,11000000,46566212,46566212
A Walk to Remember,11000000,41227069,41227069
Dead Man Walking,11000000,39387284,39387284
Cruel Intentions,11000000,38665260,38665260
Brooklyn,11000000,38322743,38322743
The Secret Life of Bees,11000000,37780486,37780486
Woman in Gold,11000000,33307793,33307793
History of the World: Part I,11000000,31672000,31672000
"I, Tonya",11000000,30014534,30014534
Saw VI,11000000,27693292,27693292
Corky Romano,11000000,23978402,23978402
Fighting With My Family,11000000,22958583,22958583
Raising Cain,11000000,21171695,21171695
F.I.S.T,11000000,20388920,20388920
Barry Lyndon,11000000,20000000,20000000
Quartet,11000000,18388357,18388357
Out Cold,11000000,13906394,13906394
The Ladies Man,11000000,13592872,13592872
Tomcats,11000000,13558739,13558739
Inside Llewyn Davis,11000000,13248209,13248209
Frailty,11000000,13110448,13110448
Army of Darkness,11000000,11502976,11502976
Kinsey,11000000,10214647,10214647
Peeples,11000000,9177065,9177065
What's Eating Gilbert Grape,11000000,9170214,9170214
Boy Erased,11000000,6788692,6788692
Sultan,11000000,5599781,5599781
Slackers,11000000,4814244,4814244
The Gospel of John,11000000,4068087,4068087
Vera Drake,11000000,3753806,3753806
La piel que habito,11000000,3185193,3185193
The Guru,11000000,3051221,3051221
Othello,11000000,2844379,2844379
The Perez Family,11000000,2794056,2794056
The Molly Maguires,11000000,2200000,2200000
Return to the Blue Lagoon,11000000,2000000,2000000
La Tortue Rouge,11000000,920057,920057
Romance and Cigarettes,11000000,551002,551002
Copying Beethoven,11000000,355968,355968
Brighton Rock,11000000,229653,229653
Le prÃ©nom,11000000,61611,61611
La famille BÃ©lier,11000000,0,0
LOL,11000000,0,0
Misconduct,11000000,0,0
Eli,11000000,0,0
Saw V,10800000,56746769,56746769
Les Intouchables,10800000,13182281,13182281
Jindabyne,10800000,399879,399879
Kabhi Alvida Naa Kehna,10750000,3275443,3275443
Alien,10700000,80930630,80930630
Poltergeist,10700000,74706019,74706019
An Ideal Husband,10700000,18542974,18542974
Darkness,10600000,22163442,22163442
The Last Days on Mars,10600000,24084,24084
ET: The Extra-Terrestrial,10500000,435110554,435110554
2001: A Space Odyssey,10500000,59936321,59936321
In the Land of Women,10500000,11052958,11052958
There Goes My Baby,10500000,125169,125169
The Blue Butterfly,10400000,1610194,1610194
Le Fabuleux destin d'AmÃ©lie Poulain,10350000,33201661,33201661
PMC: deo beong-keo,10300000,0,0
Lovesick,10100000,10143618,10143618
Housefull,10100000,1183658,1183658
September Dawn,10100000,1066555,1066555
Halloween,10000000,159342015,159342015
Good Will Hunting,10000000,138433435,138433435
The Grudge,10000000,110359362,110359362
Donât Breathe,10000000,89217875,89217875
Stripes,10000000,85300000,85300000
Saw III,10000000,80238724,80238724
The Purge: Election Year,10000000,79042440,79042440
Book Club,10000000,68566296,68566296
Bring it On,10000000,68353550,68353550
Insidious: The Last Key,10000000,67745330,67745330
She's All That,10000000,63465522,63465522
Saw IV,10000000,63300095,63300095
Madea's Family Reunion,10000000,63257940,63257940
White Noise,10000000,56094360,56094360
The Color of Money,10000000,52293000,52293000
Insidious Chapter 3,10000000,52218558,52218558
The Mighty Ducks,10000000,50752337,50752337
Lady Bird,10000000,48958273,48958273
Precious (Based on the Novel Push by Sapphire),10000000,47566524,47566524
The Best Exotic Marigold Hotel,10000000,46383639,46383639
Hereditary,10000000,44069456,44069456
"Love, Simon",10000000,40826341,40826341
Bill & Ted's Excellent Adventure,10000000,40485039,40485039
The Longest Day,10000000,39100000,39100000
Happy Gilmore,10000000,38623460,38623460
Jigsaw,10000000,38052832,38052832
Jeepers Creepers,10000000,37904175,37904175
St. Elmoâs Fire,10000000,37800000,37800000
Oliver!,10000000,37402877,37402877
Recess: School's Out,10000000,36696761,36696761
Mad Max Beyond Thunderdome,10000000,36230219,36230219
Peteâs Dragon,10000000,36000000,36000000
The Boy,10000000,35819556,35819556
Commando,10000000,35073978,35073978
"Everything, Everything",10000000,34121140,34121140
Devil,10000000,33679655,33679655
Friday After Next,10000000,33253609,33253609
The Second Best Exotic Marigold Hotel,10000000,33078266,33078266
The Last Dragon,10000000,33000000,33000000
How to Be a Latin Lover,10000000,32149404,32149404
The Lawnmower Man,10000000,32100816,32100816
Nick and Norah's Infinite Playlist,10000000,31487293,31487293
Calendar Girls,10000000,31011616,31011616
Dogma,10000000,30651422,30651422
Slender Man,10000000,30564825,30564825
The Banger Sisters,10000000,30306281,30306281
Snatch,10000000,30093107,30093107
Road House,10000000,30050028,30050028
Teen Titans Go! To The Movies,10000000,29790236,29790236
When the Bough Breaks,10000000,29747603,29747603
Twilight Zone: The Movie,10000000,29500000,29500000
A Low Down Dirty Shame,10000000,29317886,29317886
One Direction: This is Us,10000000,28873374,28873374
Swimfan,10000000,28564995,28564995
Employee of the Month,10000000,28444855,28444855
Sinister 2,10000000,27740955,27740955
The Forest,10000000,26594261,26594261
The Fourth Kind,10000000,26218170,26218170
The Outsiders,10000000,25697647,25697647
Can't Hardly Wait,10000000,25358996,25358996
Sparkle,10000000,24397469,24397469
Kevin Hart: What Now?,10000000,23591043,23591043
Mud,10000000,21590086,21590086
Skyline,10000000,21416355,21416355
The Disaster Artist,10000000,21120616,21120616
Blair Witch,10000000,20777061,20777061
The Dead Zone,10000000,20766000,20766000
Valentine,10000000,20384136,20384136
A Prairie Home Companion,10000000,20342852,20342852
Reno 911!: Miami,10000000,20342161,20342161
Jane Austen's Mafia,10000000,19843795,19843795
Paranormal Activity: The Ghost Dimension,10000000,18297124,18297124
Sugar Hill,10000000,18272447,18272447
Kit Kittredge: An American Girl,10000000,17657973,17657973
Invasion U.S.A.,10000000,17536256,17536256
Roll Bounce,10000000,17380866,17380866
Rushmore,10000000,17105219,17105219
Tremors,10000000,16667084,16667084
The Perfect Man,10000000,16535005,16535005
Mo' Better Blues,10000000,16153000,16153000
Kung Pow: Enter the Fist,10000000,16033556,16033556
The Birth of a Nation,10000000,15861566,15861566
Wrong Turn,10000000,15417771,15417771
The Long Riders,10000000,15198912,15198912
The Corruptor,10000000,15164492,15164492
"The Goods: Live Hard, Sell Hard",10000000,15122676,15122676
My Week with Marilyn,10000000,14597405,14597405
Big Eyes,10000000,14482031,14482031
Broken Flowers,10000000,13744960,13744960
Hey Arnold! The Movie,10000000,13684949,13684949
The Matador,10000000,12589255,12589255
Love Jones,10000000,12554569,12554569
The Gift,10000000,12008642,12008642
End of the Spear,10000000,11748661,11748661
Get Over It,10000000,11560259,11560259
The Legend of Drunken Master,10000000,11546543,11546543
Office Space,10000000,10827813,10827813
Drop Dead Gorgeous,10000000,10571408,10571408
The Best of Enemies,10000000,10205616,10205616
The Spanish Prisoner,10000000,10162034,10162034
Le Violon rouge,10000000,10019109,10019109
Very Bad Things,10000000,9949470,9949470
Sleepover,10000000,9408183,9408183
Movie 43,10000000,8840453,8840453
Can You Ever Forgive Me?,10000000,8803865,8803865
Body Double,10000000,8801940,8801940
MacGruber,10000000,8525600,8525600
Dirty Pretty Things,10000000,8112414,8112414
Bad Words,10000000,7779614,7779614
While We're Young,10000000,7582065,7582065
Over Her Dead Body,10000000,7570127,7570127
Bones,10000000,7316658,7316658
Seeking a Friend for the End of the World,10000000,7078738,7078738
Turistas,10000000,7027762,7027762
Shut In,10000000,6900335,6900335
Cedar Rapids,10000000,6861102,6861102
The Collection,10000000,6810754,6810754
American History X,10000000,6719864,6719864
A.X.L.,10000000,6501381,6501381
Teacher's Pet: The Movie,10000000,6491969,6491969
The Straight Story,10000000,6197866,6197866
Deuces Wild,10000000,6044618,6044618
"Run, Fatboy, Run",10000000,6003262,6003262
Heartbeeps,10000000,6000000,6000000
Danny Collins,10000000,5637066,5637066
Rescue Dawn,10000000,5490423,5490423
Black and White,10000000,5241315,5241315
Io sono lâamore,10000000,5005465,5005465
Brian Banks,10000000,4376820,4376820
On the Line,10000000,4365455,4365455
Gotti,10000000,4286367,4286367
"Jeff, Who Lives at Home",10000000,4269426,4269426
Denial,10000000,4073448,4073448
The Man Who Knew Infinity,10000000,3877922,3877922
Max Steel,10000000,3818664,3818664
Everybody Wants Some,10000000,3400278,3400278
Crash,10000000,3357324,3357324
Atlas Shrugged: Part II,10000000,3336053,3336053
Romeo Is Bleeding,10000000,3275585,3275585
The Limey,10000000,3193102,3193102
Rosewater,10000000,3128941,3128941
